Fecha,Anio,Mes,Trimestre,Decada,Temperatura_Pacifico_C,Temperatura_Ajustada_C,Anomalia_C,Anomalia_Trimestral_C,Anomalia_Trimestral_Round,Anomalia_12m,Anomalia_Delta,Fase_Trimestral,Fase_Evento,Intensidad_Evento,Duracion_Meses,Evento_Extremo
1998-05-01,1998,5,2,1990s,28.52,27.81,0.7,-0.1333333333333333,-0.1,1.792,-0.2,Neutral,Neutral,Neutral,1,0
1998-06-01,1998,6,2,1990s,27.35,27.59,-0.24,-0.7833333333333333,-0.8,1.67,-0.94,La Nina,La Nina,Debil,32,0
1998-07-01,1998,7,3,1990s,26.32,27.18,-0.86,-1.1233333333333333,-1.1,1.459,-0.62,La Nina,La Nina,Debil,32,0
1998-08-01,1998,8,3,1990s,25.59,26.83,-1.25,-1.3066666666666666,-1.3,1.196,-0.39,La Nina,La Nina,Moderado,32,0
1998-09-01,1998,9,3,1990s,25.47,26.73,-1.26,-1.35,-1.3,0.914,-0.01,La Nina,La Nina,Moderado,32,0
1998-10-01,1998,10,4,1990s,25.26,26.67,-1.41,-1.4766666666666666,-1.5,0.597,-0.15,La Nina,La Nina,Moderado,32,0
1998-11-01,1998,11,4,1990s,25.25,26.63,-1.38,-1.57,-1.6,0.275,0.03,La Nina,La Nina,Moderado,32,0
1998-12-01,1998,12,4,1990s,24.92,26.56,-1.64,-1.5466666666666666,-1.5,-0.055,-0.26,La Nina,La Nina,Fuerte,32,1
1999-01-01,1999,1,1,1990s,24.87,26.56,-1.69,-1.3,-1.3,-0.393,-0.05,La Nina,La Nina,Fuerte,32,1
1999-02-01,1999,2,1,1990s,25.44,26.75,-1.31,-1.07,-1.1,-0.672,0.38,La Nina,La Nina,Moderado,32,0
1999-03-01,1999,3,1,1990s,26.34,27.24,-0.9,-0.9733333333333332,-1.0,-0.862,0.41,La Nina,La Nina,Debil,32,0
1999-04-01,1999,4,2,1990s,26.71,27.72,-1.0,-1.0233333333333334,-1.0,-1.02,-0.1,La Nina,La Nina,Moderado,32,0
1999-05-01,1999,5,2,1990s,26.79,27.81,-1.02,-1.04,-1.0,-1.163,-0.02,La Nina,La Nina,Moderado,32,0
1999-06-01,1999,6,2,1990s,26.54,27.59,-1.05,-1.096666666666667,-1.1,-1.231,-0.03,La Nina,La Nina,Moderado,32,0
1999-07-01,1999,7,3,1990s,26.13,27.18,-1.05,-1.11,-1.1,-1.247,0.0,La Nina,La Nina,Moderado,32,0
1999-08-01,1999,8,3,1990s,25.64,26.83,-1.19,-1.1566666666666667,-1.2,-1.242,-0.14,La Nina,La Nina,Moderado,32,0
1999-09-01,1999,9,3,1990s,25.63,26.73,-1.09,-1.26,-1.3,-1.228,0.1,La Nina,La Nina,Moderado,32,0
1999-10-01,1999,10,4,1990s,25.48,26.67,-1.19,-1.4633333333333336,-1.5,-1.209,-0.1,La Nina,La Nina,Moderado,32,0
1999-11-01,1999,11,4,1990s,25.13,26.63,-1.5,-1.6566666666666665,-1.7,-1.219,-0.31,La Nina,La Nina,Fuerte,32,1
1999-12-01,1999,12,4,1990s,24.87,26.56,-1.7,-1.6666666666666667,-1.7,-1.224,-0.2,La Nina,La Nina,Fuerte,32,1
2000-01-01,2000,1,1,2000s,24.79,26.56,-1.77,-1.41,-1.4,-1.231,-0.07,La Nina,La Nina,Fuerte,32,1
2000-02-01,2000,2,1,2000s,25.23,26.75,-1.53,-1.07,-1.1,-1.249,0.24,La Nina,La Nina,Fuerte,32,1
2000-03-01,2000,3,1,2000s,26.31,27.24,-0.93,-0.8066666666666668,-0.8,-1.252,0.6,La Nina,La Nina,Debil,32,0
2000-04-01,2000,4,2,2000s,26.96,27.72,-0.75,-0.71,-0.7,-1.231,0.18,La Nina,La Nina,Debil,32,0
2000-05-01,2000,5,2,2000s,27.08,27.81,-0.74,-0.6433333333333334,-0.6,-1.208,0.01,La Nina,La Nina,Debil,32,0
2000-06-01,2000,6,2,2000s,26.95,27.59,-0.64,-0.5533333333333335,-0.6,-1.173,0.1,La Nina,La Nina,Debil,32,0
2000-07-01,2000,7,3,2000s,26.63,27.18,-0.55,-0.5133333333333334,-0.5,-1.132,0.09,La Nina,La Nina,Debil,32,0
2000-08-01,2000,8,3,2000s,26.37,26.83,-0.47,-0.5466666666666667,-0.5,-1.072,0.08,La Nina,La Nina,Debil,32,0
2000-09-01,2000,9,3,2000s,26.2,26.73,-0.52,-0.6266666666666668,-0.6,-1.024,-0.05,La Nina,La Nina,Debil,32,0
2000-10-01,2000,10,4,2000s,26.02,26.67,-0.65,-0.7466666666666667,-0.7,-0.979,-0.13,La Nina,La Nina,Debil,32,0
2000-11-01,2000,11,4,2000s,25.92,26.63,-0.71,-0.7400000000000001,-0.7,-0.913,-0.06,La Nina,La Nina,Debil,32,0
2000-12-01,2000,12,4,2000s,25.69,26.56,-0.88,-0.6800000000000002,-0.7,-0.845,-0.17,La Nina,La Nina,Debil,32,0
2001-01-01,2001,1,1,2000s,25.82,26.45,-0.63,-0.5166666666666667,-0.5,-0.75,0.25,La Nina,La Nina,Debil,32,0
2001-02-01,2001,2,1,2000s,26.14,26.66,-0.53,-0.4366666666666667,-0.4,-0.667,0.1,Neutral,Neutral,Neutral,15,0
2001-03-01,2001,3,1,2000s,26.82,27.21,-0.39,-0.3400000000000001,-0.3,-0.622,0.14,Neutral,Neutral,Neutral,15,0
2001-04-01,2001,4,2,2000s,27.34,27.73,-0.39,-0.2466666666666667,-0.2,-0.592,0.0,Neutral,Neutral,Neutral,15,0
2001-05-01,2001,5,2,2000s,27.6,27.85,-0.24,-0.12,-0.1,-0.55,0.15,Neutral,Neutral,Neutral,15,0
2001-06-01,2001,6,2,2000s,27.54,27.65,-0.11,-0.0733333333333334,-0.1,-0.506,0.13,Neutral,Neutral,Neutral,15,0
2001-07-01,2001,7,3,2000s,27.25,27.26,-0.01,-0.1300000000000001,-0.1,-0.461,0.1,Neutral,Neutral,Neutral,15,0
2001-08-01,2001,8,3,2000s,26.8,26.91,-0.1,-0.1866666666666667,-0.2,-0.43,-0.09,Neutral,Neutral,Neutral,15,0
2001-09-01,2001,9,3,2000s,26.52,26.8,-0.28,-0.2900000000000001,-0.3,-0.41,-0.18,Neutral,Neutral,Neutral,15,0
2001-10-01,2001,10,4,2000s,26.57,26.75,-0.18,-0.3500000000000001,-0.4,-0.371,0.1,Neutral,Neutral,Neutral,15,0
2001-11-01,2001,11,4,2000s,26.34,26.75,-0.41,-0.3066666666666667,-0.3,-0.346,-0.23,Neutral,Neutral,Neutral,15,0
2001-12-01,2001,12,4,2000s,26.2,26.65,-0.46,-0.15,-0.2,-0.311,-0.05,Neutral,Neutral,Neutral,15,0
2002-01-01,2002,1,1,2000s,26.4,26.45,-0.05,0.0333333333333332,0.0,-0.263,0.41,Neutral,Neutral,Neutral,15,0
2002-02-01,2002,2,1,2000s,26.72,26.66,0.06,0.0899999999999999,0.1,-0.213,0.11,Neutral,Neutral,Neutral,15,0
2002-03-01,2002,3,1,2000s,27.3,27.21,0.09,0.2033333333333332,0.2,-0.173,0.03,Neutral,Neutral,Neutral,15,0
2002-04-01,2002,4,2,2000s,27.85,27.73,0.12,0.4366666666666667,0.4,-0.131,0.03,Neutral,Neutral,Neutral,15,0
2002-05-01,2002,5,2,2000s,28.24,27.85,0.4,0.6533333333333333,0.7,-0.078,0.28,El Nino,El Nino,Debil,9,0
2002-06-01,2002,6,2,2000s,28.44,27.65,0.79,0.79,0.8,-0.003,0.39,El Nino,El Nino,Debil,9,0
2002-07-01,2002,7,3,2000s,28.03,27.26,0.77,0.8633333333333333,0.9,0.062,-0.02,El Nino,El Nino,Debil,9,0
2002-08-01,2002,8,3,2000s,27.72,26.91,0.81,1.0066666666666666,1.0,0.138,0.04,El Nino,El Nino,Debil,9,0
2002-09-01,2002,9,3,2000s,27.81,26.8,1.01,1.2066666666666666,1.2,0.246,0.2,El Nino,El Nino,Moderado,9,0
2002-10-01,2002,10,4,2000s,27.96,26.75,1.2,1.3066666666666664,1.3,0.361,0.19,El Nino,El Nino,Moderado,9,0
2002-11-01,2002,11,4,2000s,28.16,26.75,1.41,1.14,1.1,0.512,0.21,El Nino,El Nino,Moderado,9,0
2002-12-01,2002,12,4,2000s,27.97,26.65,1.31,0.9166666666666664,0.9,0.66,-0.1,El Nino,El Nino,Moderado,9,0
2003-01-01,2003,1,1,2000s,27.16,26.45,0.7,0.6299999999999999,0.6,0.722,-0.61,El Nino,El Nino,Debil,9,0
2003-02-01,2003,2,1,2000s,27.4,26.66,0.74,0.3799999999999999,0.4,0.779,0.04,Neutral,Neutral,Neutral,16,0
2003-03-01,2003,3,1,2000s,27.66,27.21,0.45,-0.04,-0.0,0.809,-0.29,Neutral,Neutral,Neutral,16,0
2003-04-01,2003,4,2,2000s,27.69,27.73,-0.05,-0.26,-0.3,0.795,-0.5,Neutral,Neutral,Neutral,16,0
2003-05-01,2003,5,2,2000s,27.32,27.85,-0.52,-0.1633333333333334,-0.2,0.718,-0.47,Neutral,Neutral,Neutral,16,0
2003-06-01,2003,6,2,2000s,27.44,27.65,-0.21,0.0766666666666665,0.1,0.635,0.31,Neutral,Neutral,Neutral,16,0
2003-07-01,2003,7,3,2000s,27.5,27.26,0.24,0.2099999999999999,0.2,0.591,0.45,Neutral,Neutral,Neutral,16,0
2003-08-01,2003,8,3,2000s,27.11,26.91,0.2,0.2566666666666666,0.3,0.54,-0.04,Neutral,Neutral,Neutral,16,0
2003-09-01,2003,9,3,2000s,26.98,26.8,0.19,0.2866666666666666,0.3,0.472,-0.01,Neutral,Neutral,Neutral,16,0
2003-10-01,2003,10,4,2000s,27.14,26.75,0.38,0.3499999999999999,0.3,0.403,0.19,Neutral,Neutral,Neutral,16,0
2003-11-01,2003,11,4,2000s,27.04,26.75,0.29,0.3499999999999999,0.3,0.31,-0.09,Neutral,Neutral,Neutral,16,0
2003-12-01,2003,12,4,2000s,27.04,26.65,0.38,0.3666666666666665,0.4,0.232,0.09,Neutral,Neutral,Neutral,16,0
2004-01-01,2004,1,1,2000s,26.83,26.45,0.38,0.3099999999999999,0.3,0.206,0.0,Neutral,Neutral,Neutral,16,0
2004-02-01,2004,2,1,2000s,27.0,26.66,0.34,0.2366666666666666,0.2,0.172,-0.04,Neutral,Neutral,Neutral,16,0
2004-03-01,2004,3,1,2000s,27.41,27.21,0.21,0.1699999999999999,0.2,0.152,-0.13,Neutral,Neutral,Neutral,16,0
2004-04-01,2004,4,2,2000s,27.89,27.73,0.16,0.1666666666666666,0.2,0.17,-0.05,Neutral,Neutral,Neutral,16,0
2004-05-01,2004,5,2,2000s,27.99,27.85,0.14,0.2833333333333332,0.3,0.225,-0.02,Neutral,Neutral,Neutral,16,0
2004-06-01,2004,6,2,2000s,27.85,27.65,0.2,0.4699999999999999,0.5,0.259,0.06,El Nino,El Nino,Debil,8,0
2004-07-01,2004,7,3,2000s,27.77,27.26,0.51,0.6433333333333332,0.6,0.282,0.31,El Nino,El Nino,Debil,8,0
2004-08-01,2004,8,3,2000s,27.6,26.91,0.7,0.6999999999999998,0.7,0.323,0.19,El Nino,El Nino,Debil,8,0
2004-09-01,2004,9,3,2000s,27.52,26.8,0.72,0.6699999999999999,0.7,0.367,0.02,El Nino,El Nino,Debil,8,0
2004-10-01,2004,10,4,2000s,27.44,26.75,0.68,0.66,0.7,0.392,-0.04,El Nino,El Nino,Debil,8,0
2004-11-01,2004,11,4,2000s,27.36,26.75,0.61,0.6866666666666665,0.7,0.419,-0.07,El Nino,El Nino,Debil,8,0
2004-12-01,2004,12,4,2000s,27.34,26.65,0.69,0.6366666666666666,0.6,0.445,0.08,El Nino,El Nino,Debil,8,0
2005-01-01,2005,1,1,2000s,27.21,26.45,0.76,0.5833333333333334,0.6,0.477,0.07,El Nino,El Nino,Debil,8,0
2005-02-01,2005,2,1,2000s,27.12,26.66,0.46,0.4466666666666666,0.4,0.487,-0.3,Neutral,Neutral,Neutral,8,0
2005-03-01,2005,3,1,2000s,27.74,27.21,0.53,0.4233333333333333,0.4,0.513,0.07,Neutral,Neutral,Neutral,8,0
2005-04-01,2005,4,2,2000s,28.09,27.73,0.35,0.2866666666666667,0.3,0.529,-0.18,Neutral,Neutral,Neutral,8,0
2005-05-01,2005,5,2,2000s,28.24,27.85,0.39,0.1066666666666666,0.1,0.55,0.04,Neutral,Neutral,Neutral,8,0
2005-06-01,2005,6,2,2000s,27.77,27.65,0.12,-0.0566666666666666,-0.1,0.543,-0.27,Neutral,Neutral,Neutral,8,0
2005-07-01,2005,7,3,2000s,27.07,27.26,-0.19,-0.1333333333333333,-0.1,0.485,-0.31,Neutral,Neutral,Neutral,8,0
2005-08-01,2005,8,3,2000s,26.8,26.91,-0.1,-0.1033333333333333,-0.1,0.418,0.09,Neutral,Neutral,Neutral,8,0
2005-09-01,2005,9,3,2000s,26.68,26.8,-0.11,-0.2833333333333333,-0.3,0.349,-0.01,Neutral,Neutral,Neutral,8,0
2005-10-01,2005,10,4,2000s,26.65,26.75,-0.1,-0.57,-0.6,0.284,0.01,La Nina,La Nina,Debil,5,0
2005-11-01,2005,11,4,2000s,26.11,26.75,-0.64,-0.84,-0.8,0.18,-0.54,La Nina,La Nina,Debil,5,0
2005-12-01,2005,12,4,2000s,25.68,26.65,-0.97,-0.85,-0.8,0.042,-0.33,La Nina,La Nina,Debil,5,0
2006-01-01,2006,1,1,2000s,25.64,26.55,-0.91,-0.7633333333333333,-0.8,-0.098,0.06,La Nina,La Nina,Debil,5,0
2006-02-01,2006,2,1,2000s,26.09,26.76,-0.67,-0.5666666666666667,-0.6,-0.192,0.24,La Nina,La Nina,Debil,5,0
2006-03-01,2006,3,1,2000s,26.58,27.29,-0.71,-0.3733333333333333,-0.4,-0.295,-0.04,Neutral,Neutral,Neutral,5,0
2006-04-01,2006,4,2,2000s,27.51,27.83,-0.32,-0.1366666666666667,-0.1,-0.351,0.39,Neutral,Neutral,Neutral,5,0
2006-05-01,2006,5,2,2000s,27.85,27.94,-0.09,-0.0266666666666666,-0.0,-0.391,0.23,Neutral,Neutral,Neutral,5,0
2006-06-01,2006,6,2,2000s,27.73,27.73,0.0,0.1066666666666666,0.1,-0.401,0.09,Neutral,Neutral,Neutral,5,0
2006-07-01,2006,7,3,2000s,27.3,27.29,0.01,0.3066666666666666,0.3,-0.384,0.01,Neutral,Neutral,Neutral,5,0
2006-08-01,2006,8,3,2000s,27.16,26.86,0.31,0.5366666666666666,0.5,-0.35,0.3,El Nino,El Nino,Debil,5,0
2006-09-01,2006,9,3,2000s,27.32,26.72,0.6,0.7633333333333333,0.8,-0.291,0.29,El Nino,El Nino,Debil,5,0
2006-10-01,2006,10,4,2000s,27.42,26.72,0.7,0.9433333333333334,0.9,-0.224,0.1,El Nino,El Nino,Debil,5,0
2006-11-01,2006,11,4,2000s,27.7,26.7,0.99,0.9433333333333332,0.9,-0.088,0.29,El Nino,El Nino,Debil,5,0
2006-12-01,2006,12,4,2000s,27.74,26.6,1.14,0.6566666666666666,0.7,0.087,0.15,El Nino,El Nino,Moderado,5,0
2007-01-01,2007,1,1,2000s,27.25,26.55,0.7,0.2166666666666666,0.2,0.222,-0.44,Neutral,Neutral,Neutral,4,0
2007-02-01,2007,2,1,2000s,26.9,26.76,0.13,-0.12,-0.1,0.288,-0.57,Neutral,Neutral,Neutral,4,0
2007-03-01,2007,3,1,2000s,27.12,27.29,-0.18,-0.32,-0.3,0.332,-0.31,Neutral,Neutral,Neutral,4,0
2007-04-01,2007,4,2,2000s,27.51,27.83,-0.31,-0.38,-0.4,0.333,-0.13,Neutral,Neutral,Neutral,4,0
2007-05-01,2007,5,2,2000s,27.46,27.94,-0.47,-0.4733333333333333,-0.5,0.302,-0.16,La Nina,La Nina,Debil,13,0
2007-06-01,2007,6,2,2000s,27.37,27.73,-0.36,-0.5566666666666666,-0.6,0.272,0.11,La Nina,La Nina,Debil,13,0
2007-07-01,2007,7,3,2000s,26.7,27.29,-0.59,-0.8066666666666666,-0.8,0.222,-0.23,La Nina,La Nina,Debil,13,0
2007-08-01,2007,8,3,2000s,26.13,26.86,-0.72,-1.0733333333333333,-1.1,0.136,-0.13,La Nina,La Nina,Debil,13,0
2007-09-01,2007,9,3,2000s,25.61,26.72,-1.11,-1.3433333333333335,-1.3,-0.007,-0.39,La Nina,La Nina,Moderado,13,0
2007-10-01,2007,10,4,2000s,25.33,26.72,-1.39,-1.5,-1.5,-0.181,-0.28,La Nina,La Nina,Moderado,13,0
2007-11-01,2007,11,4,2000s,25.17,26.7,-1.53,-1.596666666666667,-1.6,-0.391,-0.14,La Nina,La Nina,Fuerte,13,1
2007-12-01,2007,12,4,2000s,25.02,26.6,-1.58,-1.64,-1.6,-0.618,-0.05,La Nina,La Nina,Fuerte,13,1
2008-01-01,2008,1,1,2000s,24.87,26.55,-1.68,-1.5166666666666666,-1.5,-0.816,-0.1,La Nina,La Nina,Fuerte,13,1
2008-02-01,2008,2,1,2000s,25.1,26.76,-1.66,-1.2866666666666668,-1.3,-0.965,0.02,La Nina,La Nina,Fuerte,13,1
2008-03-01,2008,3,1,2000s,26.09,27.29,-1.21,-1.0133333333333334,-1.0,-1.051,0.45,La Nina,La Nina,Moderado,13,0
2008-04-01,2008,4,2,2000s,26.84,27.83,-0.99,-0.8366666666666666,-0.8,-1.108,0.22,La Nina,La Nina,Debil,13,0
2008-05-01,2008,5,2,2000s,27.09,27.94,-0.84,-0.6066666666666667,-0.6,-1.138,0.15,La Nina,La Nina,Debil,13,0
2008-06-01,2008,6,2,2000s,27.04,27.73,-0.68,-0.37,-0.4,-1.165,0.16,Neutral,Neutral,Neutral,4,0
2008-07-01,2008,7,3,2000s,26.99,27.29,-0.3,-0.2266666666666666,-0.2,-1.141,0.38,Neutral,Neutral,Neutral,4,0
2008-08-01,2008,8,3,2000s,26.72,26.86,-0.13,-0.2433333333333333,-0.2,-1.092,0.17,Neutral,Neutral,Neutral,4,0
2008-09-01,2008,9,3,2000s,26.47,26.72,-0.25,-0.3533333333333333,-0.4,-1.02,-0.12,Neutral,Neutral,Neutral,4,0
2008-10-01,2008,10,4,2000s,26.37,26.72,-0.35,-0.5566666666666666,-0.6,-0.933,-0.1,La Nina,La Nina,Debil,5,0
2008-11-01,2008,11,4,2000s,26.25,26.7,-0.46,-0.7366666666666667,-0.7,-0.844,-0.11,La Nina,La Nina,Debil,5,0
2008-12-01,2008,12,4,2000s,25.74,26.6,-0.86,-0.8466666666666667,-0.8,-0.784,-0.4,La Nina,La Nina,Debil,5,0
2009-01-01,2009,1,1,2000s,25.67,26.55,-0.89,-0.7933333333333333,-0.8,-0.718,-0.03,La Nina,La Nina,Debil,5,0
2009-02-01,2009,2,1,2000s,25.97,26.76,-0.79,-0.6133333333333333,-0.6,-0.646,0.1,La Nina,La Nina,Debil,5,0
2009-03-01,2009,3,1,2000s,26.6,27.29,-0.7,-0.3299999999999999,-0.3,-0.603,0.09,Neutral,Neutral,Neutral,4,0
2009-04-01,2009,4,2,2000s,27.48,27.83,-0.35,0.0066666666666666,0.0,-0.55,0.35,Neutral,Neutral,Neutral,4,0
2009-05-01,2009,5,2,2000s,27.99,27.94,0.06,0.2833333333333333,0.3,-0.475,0.41,Neutral,Neutral,Neutral,4,0
2009-06-01,2009,6,2,2000s,28.04,27.73,0.31,0.45,0.4,-0.393,0.25,Neutral,Neutral,Neutral,4,0
2009-07-01,2009,7,3,2000s,27.77,27.29,0.48,0.5733333333333334,0.6,-0.328,0.17,El Nino,El Nino,Debil,8,0
2009-08-01,2009,8,3,2000s,27.42,26.86,0.56,0.71,0.7,-0.27,0.08,El Nino,El Nino,Debil,8,0
2009-09-01,2009,9,3,2000s,27.4,26.72,0.68,1.0066666666666666,1.0,-0.193,0.12,El Nino,El Nino,Debil,8,0
2009-10-01,2009,10,4,2000s,27.61,26.72,0.89,1.356666666666667,1.4,-0.089,0.21,El Nino,El Nino,Debil,8,0
2009-11-01,2009,11,4,2000s,28.15,26.7,1.45,1.5633333333333337,1.6,0.07,0.56,El Nino,El Nino,Moderado,8,0
2009-12-01,2009,12,4,2000s,28.33,26.6,1.73,1.4966666666666668,1.5,0.286,0.28,El Nino,El Nino,Fuerte,8,1
2010-01-01,2010,1,1,2010s,28.06,26.55,1.51,1.22,1.2,0.486,-0.22,El Nino,El Nino,Fuerte,8,1
2010-02-01,2010,2,1,2010s,28.01,26.76,1.25,0.8433333333333334,0.8,0.656,-0.26,El Nino,El Nino,Moderado,8,0
2010-03-01,2010,3,1,2010s,28.19,27.29,0.9,0.3533333333333333,0.4,0.789,-0.35,Neutral,Neutral,Neutral,2,0
2010-04-01,2010,4,2,2010s,28.21,27.83,0.38,-0.1766666666666666,-0.2,0.85,-0.52,Neutral,Neutral,Neutral,2,0
2010-05-01,2010,5,2,2010s,27.72,27.94,-0.22,-0.66,-0.7,0.827,-0.6,La Nina,La Nina,Debil,12,0
2010-06-01,2010,6,2,2010s,27.04,27.73,-0.69,-1.0466666666666666,-1.0,0.743,-0.47,La Nina,La Nina,Debil,12,0
2010-07-01,2010,7,3,2010s,26.22,27.29,-1.07,-1.346666666666667,-1.3,0.614,-0.38,La Nina,La Nina,Moderado,12,0
2010-08-01,2010,8,3,2010s,25.47,26.86,-1.38,-1.5533333333333337,-1.6,0.452,-0.31,La Nina,La Nina,Moderado,12,0
2010-09-01,2010,9,3,2010s,25.12,26.72,-1.59,-1.64,-1.6,0.263,-0.21,La Nina,La Nina,Fuerte,12,1
2010-10-01,2010,10,4,2010s,25.03,26.72,-1.69,-1.643333333333333,-1.6,0.048,-0.1,La Nina,La Nina,Fuerte,12,1
2010-11-01,2010,11,4,2010s,25.06,26.7,-1.64,-1.5366666666666668,-1.5,-0.209,0.05,La Nina,La Nina,Fuerte,12,1
2010-12-01,2010,12,4,2010s,25.0,26.6,-1.6,-1.3066666666666669,-1.3,-0.487,0.04,La Nina,La Nina,Fuerte,12,1
2011-01-01,2011,1,1,2010s,25.01,26.38,-1.37,-1.0433333333333334,-1.0,-0.727,0.23,La Nina,La Nina,Moderado,12,0
2011-02-01,2011,2,1,2010s,25.66,26.61,-0.95,-0.7999999999999999,-0.8,-0.91,0.42,La Nina,La Nina,Debil,12,0
2011-03-01,2011,3,1,2010s,26.38,27.19,-0.81,-0.62,-0.6,-1.053,0.14,La Nina,La Nina,Debil,12,0
2011-04-01,2011,4,2,2010s,27.07,27.71,-0.64,-0.4566666666666667,-0.5,-1.138,0.17,La Nina,La Nina,Debil,12,0
2011-05-01,2011,5,2,2010s,27.41,27.83,-0.41,-0.3699999999999999,-0.4,-1.153,0.23,Neutral,Neutral,Neutral,2,0
2011-06-01,2011,6,2,2010s,27.35,27.67,-0.32,-0.4333333333333333,-0.4,-1.122,0.09,Neutral,Neutral,Neutral,2,0
2011-07-01,2011,7,3,2010s,26.87,27.25,-0.38,-0.58,-0.6,-1.065,-0.06,La Nina,La Nina,Debil,8,0
2011-08-01,2011,8,3,2010s,26.21,26.81,-0.6,-0.7866666666666666,-0.8,-1.0,-0.22,La Nina,La Nina,Debil,8,0
2011-09-01,2011,9,3,2010s,25.92,26.68,-0.76,-0.96,-1.0,-0.931,-0.16,La Nina,La Nina,Debil,8,0
2011-10-01,2011,10,4,2010s,25.67,26.67,-1.0,-1.0233333333333334,-1.0,-0.873,-0.24,La Nina,La Nina,Moderado,8,0
2011-11-01,2011,11,4,2010s,25.52,26.65,-1.12,-0.9233333333333336,-0.9,-0.83,-0.12,La Nina,La Nina,Moderado,8,0
2011-12-01,2011,12,4,2010s,25.55,26.5,-0.95,-0.7233333333333333,-0.7,-0.776,0.17,La Nina,La Nina,Debil,8,0
2012-01-01,2012,1,1,2010s,25.68,26.38,-0.7,-0.5733333333333334,-0.6,-0.72,0.25,La Nina,La Nina,Debil,8,0
2012-02-01,2012,2,1,2010s,26.1,26.61,-0.52,-0.4633333333333334,-0.5,-0.684,0.18,La Nina,La Nina,Debil,8,0
2012-03-01,2012,3,1,2010s,26.69,27.19,-0.5,-0.36,-0.4,-0.658,0.02,Neutral,Neutral,Neutral,30,0
2012-04-01,2012,4,2,2010s,27.33,27.71,-0.37,-0.1666666666666666,-0.2,-0.636,0.13,Neutral,Neutral,Neutral,30,0
2012-05-01,2012,5,2,2010s,27.62,27.83,-0.21,0.0566666666666666,0.1,-0.619,0.16,Neutral,Neutral,Neutral,30,0
2012-06-01,2012,6,2,2010s,27.75,27.67,0.08,0.2966666666666667,0.3,-0.586,0.29,Neutral,Neutral,Neutral,30,0
2012-07-01,2012,7,3,2010s,27.54,27.25,0.3,0.41,0.4,-0.529,0.22,Neutral,Neutral,Neutral,30,0
2012-08-01,2012,8,3,2010s,27.32,26.81,0.51,0.4133333333333333,0.4,-0.437,0.21,Neutral,Neutral,Neutral,30,0
2012-09-01,2012,9,3,2010s,27.1,26.68,0.42,0.3133333333333333,0.3,-0.338,-0.09,Neutral,Neutral,Neutral,30,0
2012-10-01,2012,10,4,2010s,26.98,26.67,0.31,0.1233333333333333,0.1,-0.229,-0.11,Neutral,Neutral,Neutral,30,0
2012-11-01,2012,11,4,2010s,26.86,26.65,0.21,-0.0999999999999999,-0.1,-0.118,-0.1,Neutral,Neutral,Neutral,30,0
2012-12-01,2012,12,4,2010s,26.35,26.5,-0.15,-0.29,-0.3,-0.052,-0.36,Neutral,Neutral,Neutral,30,0
2013-01-01,2013,1,1,2010s,26.02,26.38,-0.36,-0.29,-0.3,-0.023,-0.21,Neutral,Neutral,Neutral,30,0
2013-02-01,2013,2,1,2010s,26.25,26.61,-0.36,-0.2133333333333333,-0.2,-0.01,0.0,Neutral,Neutral,Neutral,30,0
2013-03-01,2013,3,1,2010s,27.04,27.19,-0.15,-0.1899999999999999,-0.2,0.019,0.21,Neutral,Neutral,Neutral,30,0
2013-04-01,2013,4,2,2010s,27.58,27.71,-0.13,-0.2633333333333333,-0.3,0.039,0.02,Neutral,Neutral,Neutral,30,0
2013-05-01,2013,5,2,2010s,27.53,27.83,-0.29,-0.3333333333333333,-0.3,0.032,-0.16,Neutral,Neutral,Neutral,30,0
2013-06-01,2013,6,2,2010s,27.3,27.67,-0.37,-0.35,-0.4,-0.005,-0.08,Neutral,Neutral,Neutral,30,0
2013-07-01,2013,7,3,2010s,26.9,27.25,-0.34,-0.2766666666666666,-0.3,-0.058,0.03,Neutral,Neutral,Neutral,30,0
2013-08-01,2013,8,3,2010s,26.47,26.81,-0.34,-0.2133333333333333,-0.2,-0.129,0.0,Neutral,Neutral,Neutral,30,0
2013-09-01,2013,9,3,2010s,26.53,26.68,-0.15,-0.13,-0.1,-0.177,0.19,Neutral,Neutral,Neutral,30,0
2013-10-01,2013,10,4,2010s,26.52,26.67,-0.15,-0.0999999999999999,-0.1,-0.215,0.0,Neutral,Neutral,Neutral,30,0
2013-11-01,2013,11,4,2010s,26.56,26.65,-0.09,-0.1566666666666666,-0.2,-0.24,0.06,Neutral,Neutral,Neutral,30,0
2013-12-01,2013,12,4,2010s,26.43,26.5,-0.06,-0.28,-0.3,-0.233,0.03,Neutral,Neutral,Neutral,30,0
2014-01-01,2014,1,1,2010s,26.06,26.38,-0.32,-0.3166666666666667,-0.3,-0.229,-0.26,Neutral,Neutral,Neutral,30,0
2014-02-01,2014,2,1,2010s,26.15,26.61,-0.46,-0.14,-0.1,-0.238,-0.14,Neutral,Neutral,Neutral,30,0
2014-03-01,2014,3,1,2010s,27.02,27.19,-0.17,0.1566666666666666,0.2,-0.239,0.29,Neutral,Neutral,Neutral,30,0
2014-04-01,2014,4,2,2010s,27.91,27.71,0.21,0.31,0.3,-0.211,0.38,Neutral,Neutral,Neutral,30,0
2014-05-01,2014,5,2,2010s,28.26,27.83,0.43,0.2366666666666666,0.2,-0.151,0.22,Neutral,Neutral,Neutral,30,0
